SMILES,Vina
CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,-7.6
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,-7.6
C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Br)C4=CC=CC=C4F,-7.6
CN1CCC(CC1)OC2C3=CC=CC=C3CCC4=CC=CC=C24,-7.6
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC4=C(C(=C3)OCCO)C(=O)C=C(O4)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O,-7.6
COC1=C(C2=C(C=CC(O2)C3CC3)C(=C1)CC4=CN=C(N=C4N)N)OC,-7.6
COC1=CC=C(C=C1)N2C3=CC=CC=C3C(=O)N2CCCCN4CCN(CC4)C5=CC=C(C=C5)F,-7.6
CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3,-7.6
CC(CC#CC(C)(C)O)C1=CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,-7.6
C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=O,-7.6
C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43,-7.6
C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N,-7.6
C1=CC=C(C=C1)C2=C(N(N=C2C3=CC=CC=C3)C4=CC=CC=C4)CC(=O)O,-7.6
C1C2=CC=CC=C2C(=O)C3=C(O1)C=CC(=C3)CC(=O)O,-7.6
C1CNCCC2=C1C(=NN2CC3=CC=CC=C3)C4=CC=C(C=C4)Cl.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-7.6
CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCC5=CC(=NC=C5)NC(=O)COC,-7.6
CCCCCCCN(CCCCCSC1=NC(=C(N1)C2=CC=CC=C2)C3=CC=CC=C3)C(=O)NC4=C(C=C(C=C4)F)F,-7.6
CC(C)CN(C)C1=CC=CC=C1CS(=O)C2=NC3=CC=CC=C3N2,-7.6
C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)F,-7.6
CCC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC4=C(C=C3)OCCO4,-7.6
CS(=O)(=O)C1=CC=CC(=C1)CC(C(=O)O)NC(=O)C2=C(C=C3CN(CCC3=C2Cl)C(=O)C4=CC5=C(C=C4)C=CO5)Cl,-7.6
CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,-7.6
CN(C1CCCCC1)C(=O)CCCOC2=CC3=C(C=C2)N=C4NC(=O)CN4C3,-7.6
CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,-7.6
C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,-7.6
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,-7.6
CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,-7.6
CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC6=C(C=C5N=C4C3=C2)OCCO6)CN7CCN(CC7)C)O,-7.6
C1C2CSC(=NC2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)F)F)N,-7.6
CC(C)(C)C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3,-7.6
CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34.CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,-7.6
C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F)F,-7.6
CCCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)Cl)C)C)OC(=O)CCC,-7.6
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNC5C(C(C(OC5O)CO)O)O)N(C)C)O,-7.6
C1CCC(CC1)C(C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=N)N)NCC(=O)O,-7.6
COC1=C(C=CC(=C1)NC(=O)NC2=CC=CC(=C2)CNC(=O)OC3CCOC3)C4=CN=CO4,-7.6
CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O,-7.6
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C,-7.6
CN1C2=CC=CC=C2C3=C1C4CC5CCCCC5CN4CC3,-7.6
C1CC(C1)(C2=CC=C(C=C2)N3C4=C(C=CC(=N4)C5=CC=CC=C5)N=C3C6=C(N=CC=C6)N)N,-7.6
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,-7.6
C1C2=CC=CC=C2CN3C1=C4C(=C3)C(=O)C5=CC=CC=C5C4=O,-7.6
CC1=NC2=CC=CC(=C2C(=O)N1C3=CC=C(C=C3)OCCCN4CCCC4)C(F)(F)F,-7.6
CC(C1=CC=C(C=C1)C(=O)NCCC(=O)O)N2C(=CC(=N2)C3=CC(=CC(=C3)Cl)Cl)C4=CC5=C(C=C4)C=C(C=C5)OC,-7.6
CC1=C(C=CC2=C1COC2=O)C(CN3CCN(CC3)CC(C4=C(C5=C(C=C4)C(=O)OC5)C)O)O,-7.6
CS(=O)(=O)C1=CC=C(C=C1)C2=CC(=C(N=C2)N)C3=CN=C(C=C3)C(F)(F)F,-7.6
CC1=CC=C(C=C1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)O,-7.6
CC(C)(C1=NC(=NO1)C2=CC=CC=C2)NC(=O)C3=C(C4C56CCN(C(C5(C3)O)CC7=C6C(=C(C=C7)O)O4)CC8CC8)O,-7.6
C1CC(C2=C(C1)C3=C(C=C2)OCO3)CN4CCC(C4)C5=CC=CC=C5,-7.6
C1CC(CN(C1)C(=N)N)CNC(=O)CC(C(=O)N(CC(=O)O)C2CC2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3,-7.6
C1CCC(CC1)C(C=CC2C(CC3C2CC(=CC4=CC(=CC=C4)C(=O)O)C3)O)O,-7.6
C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl,-7.6
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)OC(=O)C6=CN=CC=C6,-7.6
CC1=C(C=C(O1)C(C(C(COC(=O)C2=CN=CC=C2)OC(=O)C3=CN=CC=C3)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5)C(=O)OC,-7.6
CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,-7.6
CCN1C(=O)C2=CC=CC=C2N(C1=O)C3=CC(=CC=C3)[N+](=O)[O-],-7.6
CC(C)NCC(COC1C2=CC=CC=C2C(=O)N1C3=CC=CC=C3)O,-7.6
C1=CC=C(C=C1)C2=C(N(C(=N2)OCCCCCCCC(=O)O)C3=CC=CC=C3)C4=CC=CC=C4,-7.6
CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,-7.6
CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O,-7.6
CC(C1=CC2=C(C=CC(=C2)Cl)NC1=O)NC3=CC=C(N(C3=O)C)C#N,-7.6
CN1C(C2=CC=CC=C2C1=O)NC3=CC=C(C=C3)OCCN4CCCCC4,-7.6
CC1=CC=CC=C1CN2C(=O)C3=C(CCN(C3)CC4=CC=CC=C4)N5C2=NCC5,-7.6
CC1=C(C=CC(=C1)C(=O)O)COC2=C(C=C3CCCC3=C2)N(CC(C)C)S(=O)(=O)C4=NC=CS4,-7.6
CC12CCC3C(C1CCC2(CC=C)O)CCC4=CCCCC34,-7.6
CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=C(C(=O)CCC35)O,-7.6
C1C2COC(O2)(C3=NC4=CC=CC=C4N31)C5=CC=CC=C5,-7.6
C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,-7.6
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)OC,-7.6
CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)F,-7.6
CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C,-7.6
C1C2CC3CC(C2)(CC1C3NC4=C5C=CNC5=NC=C4C(=O)N)O,-7.6
CCC1(C2=C(C(CO1)CC3=CC=CC=C3)C4=CC=CC=C4N2)CC(=O)O,-7.6
CC12CCC(=CC1=CCC3C2CCC4(C3CCC4(C)O)C)OC5CCCC5,-7.6
CC1=NC2=C(C(=N1)NC3=NNC4=C3CN(C4(C)C)C(=O)NC(CN(C)C)C5=CC=CC=C5)SC=C2,-7.6
CCC1C(NC(=O)C1F)COC2=NC=CC3=CC(=C(C=C32)OC)C(=O)N,-7.6
C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)O)C3=CC=C(C=C3)OS(=O)(=O)O,-7.6
CC1=CC(=NC=C1)NC(=O)C(C)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,-7.6
C#CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,-7.6
C1CN(CCC1C(=O)N)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,-7.6
CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,-7.6
CC1=C2C(=NC(=NC2=NC=C1CC3=C(C=CC(=C3)OC)OC)N)N,-7.6
CC1=CC(=NN1)NC2=NC(=NC(=C2)C)C3CCC(CC3)(C(=O)NC(C)C4=CN=C(C=C4)N5C=C(C=N5)F)OC,-7.6
C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,-7.6
CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)CCCC2,-7.6
C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,-7.6
CC12CC(C3C(C1CCC2(C(=O)COC(=O)CCCC4=CC=C(C=C4)N(CCCl)CCCl)O)CCC5=CC(=O)C=CC35C)O,-7.6
C1CCC2=C(C1)C=CC3=C(C(=C(N=C23)CC4=CC=C(C=C4)Cl)O)C(=O)O,-7.6
CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,-7.6
CC1=C(C=CC(=C1Cl)C#N)NC(C2=NN=C(O2)C3=CC=C(C=C3)C#N)C(C)O,-7.6
CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=NC=N3)(C4=C(C=C(C=C4)F)F)O,-7.6
C1CN(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3Cl)C4=NC(=O)CO4,-7.6
CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,-7.6
COC1=C(C(=CC=C1)OC)C2=CC(=NN2C3=C4C=CC(=CC4=NC=C3)Cl)C(=O)NC5(C6CC7CC(C6)CC5C7)C(=O)O,-7.6
C1CN(CCN1CCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4,-7.6
CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4COC4)C(=N2)N5CCOCC5C,-7.6
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,-7.6
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,-7.6
CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N,-7.6
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,-7.6
C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4,-7.6
C1CC(=O)N(OC1)CC2=CC(=C(C(=C2F)F)NC3=C(C=C(C=C3)I)F)C(=O)NOCCO,-7.6
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3COC)CN5CCNC(=O)C5)N,-7.6
C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)NC(=O)C3=C(C(=CC(=C3)I)I)O)Cl)Cl,-7.6
COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,-7.6
CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O)C,-7.6
CS(=O)(=O)CC(=O)N1CC2(C1)C3=C(CO2)C=C(C=C3)C4=NOC(C4)(C5=CC(=C(C(=C5)Cl)F)Cl)C(F)(F)F,-7.6
CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O)C,-7.6
C1CC2CC(CC1N2C(C3=CC=CC=C3Cl)C4=CC=CC=C4Cl)(C5=NC=CC=N5)O,-7.6
C1CN(CCC1C2=C(C(=NN2)C3=CC=C(C=C3)Cl)C4=NC=NC=C4)C(=O)CO,-7.6
CC(=NNC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCN(CC2)C)C3=C(C=CC(=C3)Cl)O,-7.6
CCC(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,-7.6
CCOC1=CC=CC=C1N2CCN(CC2)CCCOC3=CC4=C(C=C3)NC(=O)CC4,-7.6
C1=CC=C(C=C1)CCN2C=C[N+](=C2)CC(C3=C(C=C(C=C3)Cl)Cl)OCC4=C(C=C(C=C4)Cl)Cl,-7.6
C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)C4=CC=CC5=CC=CC=C54,-7.6
CCCC1=CC(=C(C=C1)OCC(=O)N2CCN(CC2)C(=O)COC3=C(C=C(C=C3)CCC)OC)OC,-7.6
CC(C)C1=CC(=CC(=C1O)C(C)C)NS(=O)(=O)C2=C(C=CC(=C2)C3(CCC(=O)N3C)O)Cl,-7.6
COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,-7.6
C1=CC=C2C(=C1)C(C(N(C2=O)CC(F)(F)F)C3=CN=CC=C3)C(=O)NC4=CC(=C(C=C4)F)C#N,-7.6
CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=C(C=C(C=C3)C(F)(F)F)F)C)OC(C)(C)C(=O)O,-7.6
C1CCC2(C1)CCN(CC2)C(=O)C(CCC(=O)O)NC(=O)C3=CC(=CC(=C3)Cl)Cl,-7.6
CC1=C(SC(=N1)C2=CN=CC=C2)C(=O)NC3=CC=CC=C3C4=CN5C(=CSC5=N4)CN6CCOCC6,-7.6
C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC4=C(C=C3)C=CN=C4,-7.6
CC1=C(NC(=C1C(=O)NCC(CN2CCOCC2)O)C)C=C3C4=C(C=CC(=C4)F)NC3=O,-7.6
CC1=NN(C(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)C3=CC(=CC=C3)Cl,-7.6
CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,-7.6
CC1CC2=CC3=C(C=C2C(=NN1C(=O)C)C4=CC=C(C=C4)N)OCO3,-7.6
CC1CCCC(CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O,-7.6
CC(C1=CC2=C(C=C1)N(C(=N2)CNC3=CC=C(C=C3)C(=N)N)C)(C(=O)N4CCCC4)NCC(=O)O,-7.6
C1CC(CCC1NC2=NC=C3C(=N2)N(C(=N3)NC4=C(C=C(C=C4F)F)F)C5CCOC5)O,-7.6
C1CCC(CC1)C(C=CC2C(CC3C2CC(=CC4=CC(=CC=C4)C(=O)O)O3)O)O,-7.6
COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,-7.6
CC(C)(C)N=C(NC#N)NC1=CC=CC(=C1)C(=CCCCC(=O)O)C2=CN=CC=C2,-7.6
CC1=NC2=C(CC3=C(O2)C=CC(=C3)C(C)C(=O)OCC(=O)N(C)C)C=C1,-7.6
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54,-7.6
CCC[N+]1(C2CCC1CC(C2)OC3C4=CC=CC=C4CSC5=CC=CC=C35)C,-7.6
CC(C)C(=O)OCC1=CC(=CC=C1)OC(=O)C2C(SC3N2C(=O)C3NC(=O)CC4=CC=CC=C4)(C)C,-7.6
C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Cl)N)O)OP(=O)(O1)O,-7.6
CCC1=CC=C(C=C1)CC2=CC3=C(COC34C(C(C(C(O4)CO)O)O)O)C=C2,-7.6
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C3=NC4CCN(CC4C5=CC(=C(C=C53)OC)OC)C,-7.6
CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C(C)C)C)O,-7.6
CC(=O)OC1CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)C,-7.6
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,-7.6
C1C2=C(C=CN2C(S1)C3=CN=CC=C3)C(=O)NC4=CC=CC(=C4)C(=O)C5=CC=CC=C5,-7.6
CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F,-7.6
CCC1CN(CC1C2=CN=C3N2C4=C(NC=C4)N=C3)C(=O)NCC(F)(F)F,-7.6
CC1=C(C2=C(C=C1)C(=O)C3=CC=CC(=C3O2)CC(=O)O)C,-7.6
CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,-7.6
C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,-7.6
CCCCOC1=NC(=C2C(=N1)N(CC(=O)N2)CC3=CC=CC(=C3)CN4CCCC4)N,-7.6
COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC,-7.6
CCC12C=CCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=C2)COC(=O)C6=CC(=C(C(=C6)OC)OC)OC,-7.6
CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,-7.6
CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)C,-7.6
CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,-7.6
CC1(C2=CC=CN2C3=CC=CC=C3CO1)CN4CCC(CC4)N5C6=CC=CC=C6NC5=O,-7.6
C1=CC2=C(C=C1Cl)N(C(=O)N(C2=O)CC3=C(C=C(C=C3)Br)F)CC(=O)O,-7.6
CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,-7.5
CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)CC4(CCCC4)C(=O)O,-7.5
CC(C)(C)C1=CC2=C(C=C1)C(CC2)NC(=O)NC3=CC=CC4=C3C=NN4,-7.5
C1CN2CCC1C(C2)OC3=NN=C(C=C3)C4=CC5=C(C=C4)NC=C5,-7.5
CN1CC2CCN(C2C1)C3=CC=C(C=C3)C4=CC=C(C=C4)N5C(=O)C=CC=N5,-7.5
CC(=O)NCC1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)C,-7.5
CC1=C(C(OC2=C1C=CC(=C2)O)C3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)O,-7.5
CC12CC(C3(C(C1CC4C2(OC(O4)C=C)C(=O)CO)CCC5=CC(=O)C=CC53C)F)O,-7.5
CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4NC(C)C5=CC=CC=C5,-7.5
CC1=C(OC2=CC=CC=C12)CN(C)C(=O)C=CC3=CC4=C(N=C3)N(C(=O)CC4)COP(=O)(O)O,-7.5
CC(C(CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3C=NC4=C(C3=O)C=CC(=C4)Cl,-7.5
COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,-7.5
CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O,-7.5
CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)C4=CSC(=N4)C5=CC=CC=C5)NC2=O)C,-7.5
CCOC(=O)COC1=CC2=C(CCC(C2)NCC(C3=CC(=CC=C3)Cl)O)C=C1,-7.5
CCNC(=O)N1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,-7.5
CC1=NN2C=C(C=NC2=C1)C(=O)NCC(C)(C)NCC(=O)N3CCCC3C#N,-7.5
CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,-7.5
C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,-7.5
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,-7.5
CN(C(CN1CCC(C1)O)C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,-7.5
CC1(C=CSC(=N1)N)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)C#N)F,-7.5
COC1=C(C=C(C=C1)C2CNC(=O)NC2)OC3CC4CCC3C4,-7.5
CC(C)C1=C(C(=CC=C1)C(C)C)OS(=O)(=O)NC(=O)CC2=C(C=C(C=C2C(C)C)C(C)C)C(C)C,-7.5
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CC4COC5=CC=CC=C5O4,-7.5
CC1C(=O)N(CCN1CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5OC)C=C4)C,-7.5
CCN1C(=NC(=N1)C2CCN(CC2)C(=O)CCO)C3=CN=C(C(=N3)C4=NN=C(O4)C(C)(C)C)N,-7.5
CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O,-7.5
CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,-7.5
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,-7.5
CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O,-7.5
C1C(OC2=CC=CC=C2O1)C(CNCC(C3COC4=CC=CC=C4O3)O)O,-7.5
CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2,-7.5
C1=CC=C(C=C1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)O,-7.5
C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)CCC4=CC=NC=C4,-7.5
CN1CCC(CC1)N2C(=O)C(=C(N2)C3=CC=CC=C3)CC4=CC=CC=C4,-7.5
CCOC(=O)CC(CC(C=CC1=C(C2=CC=CC=C2OC13CCCC3)C4=CC=C(C=C4)F)O)O,-7.5
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)O)C)O)F)C,-7.5
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,-7.5
CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,-7.5
C1CCC2(C1)CC(=O)N(C(=O)C2)CCNCC3COC4=CC=CC=C4O3,-7.5
CN(C)C(=O)C1=CC=C(C=C1)C2=NC(=CS2)COC3=CC(=CC4=C3C=C(O4)C5=CN6C(=N5)SC(=N6)OC)OC,-7.5
CC(C)CC1C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)C(C)C)CC(=O)O)CC3=CNC4=CC=CC=C43,-7.5
CC1=C(C2=C(C=CC(=C2)F)N=C1C3=CC=C(C=C3)C4=CC=CC=C4F)C(=O)O,-7.5
CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,-7.5
CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC,-7.5
C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC(=C(C=C3)O)O,-7.5
C(C(C1C(=C(C(=O)O1)[O-])O)O)O.C(C(C1C(=C(C(=O)O1)[O-])O)O)O.O.O.[Ca+2],-7.5
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)OC(=O)N(C)C)C3=CC=CC=C3,-7.5
CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,-7.5
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,-7.5
C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2Cl)CN3C(=C(N=N3)C(=O)N)N)Cl)Cl,-7.5
C[N+](C)(CC(=O)NC1=CC=CC=C1)CC(=O)NC2=CC=CC=C2,-7.5
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC(=C(C=C3)O)Cl)N)SC1)C(=O)O,-7.5
C1C(=C(N2C(S1)C(C2=O)NC(=O)CN3C=NN=N3)C(=O)O)CSC4=NN=CS4,-7.5
CN(C)CCCOC1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43,-7.5
C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,-7.5
C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC=CC4=CC=CC=C4,-7.5
